class,Debt ratio %,Current Liability to Current Assets,Cash Flow to Liability,Net Income to Total Assets,Fixed Assets to Assets
1,0.14206246031986,0.0491267676153603,0.30497637521774557,0.47931762221807295,0.570450380354172
1,0.14333222480878,0.0691468793581272,0.30455943444911454,0.524137982879936,0.629463173102113
1,0.183813526015056,0.0540126732719306,0.30827561017935456,0.48310487257931,0.722896505074945
1,0.163467061704508,0.0755227786738375,0.30834584658102754,0.514838352198614,0.663251913758759
1,0.163255434289688,0.0597780019559861,0.30801405083183053,0.50863705510917,0.560567837121985
1,0.139613628805514,0.0225852073345127,0.3087727499929495,0.48674064776332104,0.350167981809834
1,0.187471657042658,0.0427213058804245,0.30852066609172957,0.48623291361157195,0.65807248185378
1,0.214227408773468,0.140510935386127,0.3084943263017855,0.512964479392382,0.598887428678569
1,0.16373915409499,0.0804684475027034,0.3115830928454225,0.574624074192556,0.142206746282147
1,0.175076337031774,0.0316894254574365,0.30919223231190657,0.504843860889488,0.0703002475362422
1,0.104423012969737,0.0323738250053519,0.32266298579790553,0.519476152815494,0.361876244449456
1,0.178250748254074,0.0541586300657617,0.30829754129910053,0.47655400543817406,0.606898756551705
1,0.0701393717689029,0.0193056910264347,0.31356984891772954,0.702045962755456,0.34371194521763
1,0.180215859963116,0.0447160192856164,0.3103845552468045,0.506577989919212,0.188166787805316
1,0.231701786740031,0.0635735596343565,0.30800940917409253,0.537074282758468,0.0943804420008509
1,0.119932279227258,0.088933237035478,0.31065551626275856,0.503475927161565,0.550910587643807
1,0.144904314176014,0.0326228733237391,0.31048773598669854,0.487927967441683,0.327417689828493
1,0.166520542975481,0.113155621530278,0.30915108498034355,0.522138046204643,0.391752058466857
1,0.165553103364876,0.0466169475760481,0.31213625913346754,0.49341077581675497,0.274365702506771
1,0.215648335701545,0.0625968735002857,0.31019087467383755,0.509047754074103,0.454902536470947
1,0.158750793602806,0.0534359932541586,0.31238844388410153,0.531845861338676,0.497376324019591
1,0.2131995041872,0.0803948850417633,0.31869800223061956,0.57727334248811,0.348477616964968
1,0.195090243976177,0.0294098690746632,0.30417155277691355,0.47688633714722195,0.289929992661514
1,0.108655561266137,0.0213892357757969,0.31106340343854355,0.582004090047282,0.572964841876552
1,0.187592586993984,0.0894866624475781,0.30861671295996357,0.537928932790152,0.761062901754956
1,0.194787919097863,0.0315387911358944,0.32210051116341454,0.77217659976309,0.144851324635205
1,0.108443933851317,0.0219991261477975,0.30960096210630655,0.601081300283522,0.0433506861422577
1,0.239078513770898,0.0729638525063871,0.3104671418925625,0.78340968886199,0.134025040259356
1,0.119267164494966,0.023457564134406,0.30963536173239953,0.544492196316383,0.0114552739908379
1,0.164192641412462,0.0361853970283016,0.30277426719437955,0.559490888228687,0.296431783476139
1,0.175529824349246,0.0343517477324163,0.31297198489089356,0.512970582770201,0.0313161159051429
1,0.217552982434925,0.0634292046888851,0.30973759460570655,0.504021780357642,0.530582097885304
1,0.101127671796112,0.0155297792176608,0.33851139797622054,0.573016592334664,0.182953637097347
1,0.271457508238353,0.0704820811259661,0.3127245675876895,0.633019262599296,0.132290496643969
1,0.19941348973607,0.114762641957161,0.3096057609331395,0.518810532921793,0.839608614110646
1,0.227106448589654,0.0599742098275078,0.30958723289159956,0.545195185385226,0.310263249065962
1,0.235692475133779,0.0684143169397516,0.30937689253061557,0.50775257815773,0.556333974917955
1,0.292590017232518,0.0754949095509051,0.30935399667558655,0.680727547595403,0.372397486212668
1,0.147474075641685,0.0229069141037841,0.30649987928270855,0.491919737336193,0.0904553756007704
1,0.220334371315416,0.0393065364231372,0.3097027091883515,0.527523780634177,0.0609295433157721
1,0.097197448378027,0.0322342032938938,0.3104906640206345,0.487794350106035,0.325313394367256
1,0.30537835958521,0.0544448714468326,0.31412447557239453,0.563867853848116,0.012076354320748
1,0.326934123409015,0.055965834937137,0.30901243091273356,0.62181518424472,0.0506109831812028
1,0.166792635365964,0.0200397484578312,0.31561506549954554,0.608991119058667,0.12639270826066
1,0.199776279590047,0.0705004683447723,0.3094712826842275,0.538959839237733,0.273457168839009
1,0.23445294313269,0.0438125509053924,0.30971175579791954,0.547431129372895,0.727644218736791
1,0.102639296187683,0.0432184395870155,0.42486238217825156,0.636344526915228,0.146060268570478
1,0.156241497112797,0.0484678878842015,0.30734155316030454,0.467538071315043,0.392044921028412
1,0.249962209390211,0.0528139883683006,0.31036074186163554,0.713333171204419,0.060306746001562
1,0.185718172748435,0.034757337675115,0.31045896891824554,0.489581007135921,0.0535297624806566
1,0.127248541282462,0.0333957312660258,0.3094530830834715,0.51352992688491,0.0616544237145921
1,0.147141518275539,0.0710831132220003,0.30582744749886154,0.487505402861941,0.345462729934209
1,0.172687970493092,0.0347809557351934,0.31201123719486656,0.627306304283886,0.10490302987149
1,0.331892251413369,0.296636321621775,0.32457914029753054,0.874819885569603,0.810374722876978
1,0.182785621428787,0.0377909792197409,0.30498943752942853,0.49832690923295,0.331760649752149
1,0.146022916225776,0.0362153047389522,0.31130655654377554,0.519150581460643,0.458075737305601
1,0.276113311364392,0.10479646054484,0.3089755803828875,0.568445989734603,0.693022385314013
1,0.218671584484687,0.101788194048757,0.30870724290275453,0.519572596371216,0.691649868148209
1,0.200925114127642,0.0321534804305465,0.3071963032961875,0.492119473530483,0.365969540186108
1,0.214983220969254,0.0458674331065677,0.30832952965380855,0.585183088870928,0.142014362426972
1,0.114943918735073,0.0249538899055656,0.3153720288427365,0.49947979707083,0.210619836952278
1,0.214439036188288,0.0444476786670921,0.31135876008178354,0.538115554441844,0.0335649200792983
1,0.126885751428485,0.0187290707565937,0.30444323130198053,0.531933060778701,0.0826026063722498
1,0.179974000060465,0.0375135695275377,0.30893757353108053,0.48983628618248,0.290067469177002
1,0.167427517610424,0.0301589805986433,0.3093275067905175,0.477170321673118,0.0299530876086508
1,0.154760105209058,0.0281560891771391,0.30889861527570256,0.530956734621704,0.206708822550061
1,0.213078574235874,0.0374849278692142,0.3108158916797055,0.525807374911619,0.0695751119658685
1,0.153792665598452,0.0217288933653761,0.3085086391189885,0.503916380013288,0.0436474981809367
1,0.188953048946398,0.0573737852890469,0.30896637760183654,0.48812338764391205,0.531847623788153
1,0.199655349638722,0.0317933764854397,0.31022238530886453,0.494849206537468,0.0060117870496977
1,0.189104211385555,0.0332694307623759,0.3084536279859115,0.49984357972217697,0.111975231383676
1,0.231490159325211,0.0394324505860501,0.30858354474874156,0.472773153789823,0.0368178811364952
1,0.185687940260604,0.0552787684013003,0.30866914105116255,0.496752868786013,0.328401720184379
1,0.193276294706291,0.0359510022430194,0.30687949048677954,0.49726047929423,0.0700342120795618
1,0.199685582126553,0.0371292994190836,0.30829135828686055,0.492704067191744,0.0131921936976147
1,0.281222601807903,0.0462696557396309,0.30835831415778253,0.592554038067254,0.111394500184817
1,0.146869425885056,0.0276690787762609,0.30933650429041154,0.473548634163952,0.0419015018050505
1,0.164827523656922,0.0354676467404321,0.3084170003314555,0.558364073800471,0.18300409598072
1,0.206125102034646,0.0422337623254336,0.31024062853243356,0.508407272896225,0.181441923332506
1,0.148713607642773,0.0670760395412557,0.30888020150598056,0.608386768378381,0.348954603881412
1,0.187350727091332,0.0370612406823866,0.3077749475288755,0.48846378629255305,0.665915124800646
1,0.0168092632342715,0.0036828413805522,0.69366765648794,0.596748846335226,0.0909851365400669
1,0.147141518275539,0.0115416803500851,0.3032842938307955,0.554737059369234,0.272141022891806
1,0.0937509447652447,0.0268248231277361,0.29933327219367956,0.47801771709680096,0.348274346478894
1,0.186201892553738,0.0318314138102483,0.3071170703922325,0.820051661624175,0.0441126955517532
1,0.206064637058984,0.0481578196418069,0.3094871862830275,0.49864158778491796,0.264909992067202
1,0.247362215436708,0.0445971219255603,0.3099199692520305,0.682807348702394,0.0409663280204743
1,0.194153036853403,0.0308788255700879,0.30693628884015056,0.49926928627174705,0.0535617570677634
1,0.217432052483599,0.0357990236660719,0.30919321028820956,0.49345284921183297,8320000000.0
1,0.161199625117151,0.0387380624209117,0.30023114177684657,0.571854631431982,0.288269524211749
1,0.29519001118602,0.218206076470393,0.31105772263280357,0.569015312138513,0.620196372258874
1,0.1957855911963,0.100664591842745,0.3142832609786255,0.567025861779987,0.802943244982721
1,0.338482933760619,0.193949546593026,0.31032886206515453,0.713747659875607,0.652032078399082
1,0.276869123560178,0.106007286646815,0.3077594261058205,0.509535506982806,1.0
1,0.230673882153762,0.460674775305422,0.3076967593051305,0.490251454572768,0.885724978686357
1,0.126311334159688,0.0416527475879654,0.30835457554215057,0.507505626791267,0.351894541758151
1,0.207273936572241,0.0927520686024711,0.3079656905906005,0.506004363054761,0.41859457177831
1,0.196994890709557,0.0681355227706344,0.30870017963475355,0.511851043770788,0.170379949286276
1,0.157934516431357,0.0561279135439122,0.30878662567510456,0.538696324442926,0.472788671849171
1,0.137588052120809,0.0356233880735899,0.3056978612627285,0.473262219370001,0.54949256316247
1,0.288659793814433,0.0846990837224084,0.30922728614415357,0.625597617953691,0.265913421659661
1,0.0803881851437555,0.016204368613037,0.3073272099613095,0.48656352488174803,0.175121085307305
1,0.189315838800375,0.0699561538834666,0.31070516292350653,0.54566315757122,0.0796519636872573
1,0.172748435468755,0.11085387066588,0.30797331818906554,0.49017781203730004,0.809538601110864
1,0.16395078150981,0.0761414074363882,0.31199799372607556,0.547926753825973,0.084525477958118
1,0.155425219941349,0.0451516467580234,0.30845412148598655,0.513724364345292,0.374695337045444
1,0.197539075490522,0.0668160047129402,0.3067693388486045,0.517694258944429,0.343862488169596
1,0.194032106902077,0.0405222652640544,0.3060592972621695,0.501557976717837,0.012092194585653
1,0.194394896756054,0.0661289632059841,0.30828962797574655,0.506374831105419,0.511705842125653
1,0.129395047918493,0.0362238055499136,0.30950924976762856,0.541373557317591,0.428272909584115
1,0.212957644284548,0.03778749947492,0.30590507429428554,0.529676099633015,0.232405416200734
1,0.122622970644254,0.0349905991487872,0.30770855333567954,0.48436378634655897,0.390737219503393
1,0.189618163678689,0.0998254290357892,0.30836875925940754,0.530498960464451,0.628177076446327
1,0.12210901835112,0.0230200621254458,0.31924304968742356,0.681399407323255,0.0762426961068495
1,0.118390422347855,0.0598125572473407,0.31533458437151657,0.6398888424028361,0.437562139696991
1,0.161743809898116,0.0490290492168802,0.3130568095411255,0.504524133773554,0.775263833026578
1,0.19239955255918,0.0312562295846065,0.3092638202498945,0.804792859278325,0.0085598403058316
1,0.157722889016537,0.0259338468858233,0.30751722095786754,0.48138944191091804,0.0033554015885985
1,0.0704416966472171,0.0152062078454776,0.27055277476196454,0.862873821424978,0.13928464768633
1,0.17689028630166,0.0361207783505545,0.31781781358112554,0.525989930741191,0.242020428071749
1,0.122199715814614,0.0547439986110997,0.31459251915121755,0.759365725355802,0.200783340305061
1,0.232638993862805,0.257160080720448,0.31067251664427553,0.540674027705054,0.650541510814528
1,0.201922786226079,0.0737369604940085,0.30900347322659155,0.574104295046783,0.0338960873002258
1,0.217220425068779,0.0421754410406556,0.30873086234325553,0.507411643293362,0.101167285267941
1,0.190343743386643,0.0352210656171701,0.3076050374891465,0.558790880378348,0.464825011468567
1,0.13441364089851,0.0601347272943751,0.30975101669223054,0.48503546189039404,0.162322233910709
1,0.201348368957282,0.0361641542284717,0.3196849525904105,0.548827224997067,0.0348346010428297
1,0.0659068234725036,0.0345964662492336,0.31626019978678754,0.48869837266528304,0.187754228090368
1,0.153520573207969,0.129762656771191,0.30722410422363255,0.621493078752576,0.0
1,0.178008888351422,0.067217524248713,0.3071851162666505,0.516735329047849,0.340420997690691
1,0.0654533361550322,0.0171244789589343,0.29077943326543954,0.659024033447079,0.0045917955779236
1,0.178885630498534,0.0388080307540725,0.30872502736125357,0.587987422170265,0.210149038204281
1,0.191250718021586,0.0390928925276615,0.3110925127782965,0.520355196178294,0.617489857467947
1,0.157511261601717,0.130218982640927,0.30931972256710955,0.540893905622725,0.60880695215745
1,0.151041509205793,0.0885548876694257,0.31061585401136155,0.517234991455204,0.588712201608222
1,0.243704084409106,0.0476242970105371,0.31303316720091456,0.865633647537662,0.163233773850622
1,0.185264685430964,0.0189221767025255,0.31653104671230753,0.572209317314845,0.57461561070803
1,0.249538954560571,0.046946581829354,0.30863303836687755,0.569182675829783,0.0579405009277521
1,0.1904949058258,0.0443222580211151,0.3091383493409505,0.490342557432659,0.068961081395804
1,0.173746107567192,0.0463353081004087,0.30684432451397553,0.8510601557982931,0.0679826441524335
1,0.192671644949663,0.0794743904976791,0.30811395605170155,0.523037732591668,0.646243943534167
1,0.207576261450555,0.0578964784008769,0.30909246512513555,0.534976656482542,0.414240673569594
1,0.232487831423648,0.059826209186972,0.30790220742660657,0.520309142166224,0.261141907826754
1,0.180487952353599,0.0599700109162708,0.30475395224452756,0.712176092619608,0.313767196656675
1,0.224839012002298,0.0702823495386523,0.31355089711820155,0.530829839522171,0.57870068413539
1,0.120990416301357,0.0343925008368551,0.30434507988243054,0.497092890738301,0.253310606067399
1,0.0889742116878798,0.0203619336974936,0.2815549972055195,0.596036777154541,0.0220765161429025
1,0.181878646793845,0.0514972983306447,0.31042393694275155,0.48043366684629696,0.576874945099375
1,0.163890316534148,0.0556437517120756,0.31441580816986153,0.563508375657309,0.32379182085623
1,0.200139069444025,0.0470938935913409,0.3098731838759665,0.533061455025297,0.239701483745929
1,0.217552982434925,0.0439489664854151,0.31119454971171356,0.551630587726718,0.123607901258435
1,0.226108776491217,0.142564865223786,0.31000218433299753,0.525936579838877,0.0004759114768185
1,0.218822746923844,0.0440889339265471,0.30914967390478254,0.528453822789324,0.117154483532176
1,0.185294917918796,0.0338456182857926,0.30637826813112556,0.504775711842506,0.108552035775391
1,0.23487619796233,0.0448147706854067,0.30373679544484455,0.578798895772042,0.194906543139557
1,0.18665537987121,0.0631949016437023,0.31609998480384355,0.670131477335196,0.283336535340316
1,0.169634489222118,0.0361228319361233,0.30964812544094156,0.592245096767313,0.194898783651544
1,0.227318076004474,0.0429612297596905,0.31281480160274955,0.518979085961328,0.0359884144924401
1,0.201801856274753,0.0553606083123546,0.30982518662914055,0.534046573967071,0.0345458666817932
1,0.216555310336488,0.0449604014707635,0.30944633805341254,0.560879039916157,0.0507105197156927
1,0.525410406022311,0.0593737269060177,0.30841041469244357,0.767241598856588,0.275408235331926
1,0.268706351845693,0.0507798388939503,0.31161382343925753,0.728896038298098,0.187484930156901
1,0.269038909211839,0.0607662585422739,0.3077834431396925,0.644824620405727,0.224805955876793
1,0.161864739849442,0.0412197156202174,0.30944474010715356,0.485848678846738,0.25261748367963
0,0.0776672612389273,0.0258660618112062,0.31258001296782056,0.474966740899189,0.267249626983611
0,0.114611361368927,0.030000420497368,0.29891016478270055,0.476484296752974,0.133246724664427
0,0.245669196118149,0.0644659687553376,0.30821875274020055,0.588510958349649,0.198792615813763
0,0.02633249690117,0.0114834296233773,0.30663742831463653,0.471811503735563,0.28201177761145
0,0.0569580070744021,0.0134809229873135,0.29488403840172356,0.439863481448979,0.188209900433961
0,0.144057804516734,0.0442487603723154,0.30805373970130556,0.47004904976669604,0.0361717351085879
0,0.161350787556308,0.0443661554638968,0.30938246332705854,0.502225075529108,0.542471359803093
0,0.0906369985186081,0.0438881482532823,0.2988557305862625,0.45330716953362804,0.213100061063896
0,0.118209027420866,0.0243373352775868,0.30570382475517954,0.48290746703354503,0.18337610511339
0,0.151948483840735,0.0201726178252858,0.30569147909103556,0.418187535643891,0.20115367687601
0,0.0792393506061614,0.0219610776232953,0.3150102423643765,0.459664296230763,0.388746154094634
0,0.047525470870998,0.0088743536137279,0.2589690390922246,0.41803439736507897,0.0686131668629105
0,0.232850621277625,0.0406937279967608,0.3075855821680855,0.47377925945921195,0.050567721788575
0,0.139069444024549,0.0333018575276028,0.30942912663180056,0.466556331429247,0.455061624054167
0,0.0887928167608912,0.0398798168469394,0.2989779195814045,0.47464061346876896,0.417756003671148
0,0.118269492396529,0.0224293117377483,0.30693668167219557,0.44806385163092,0.419310354846356
0,0.162771714484385,0.0289173290441636,0.29696893446639955,0.469732632517614,0.0414412818291543
0,0.0617045076639357,0.0316443556988943,0.3245268016739095,0.47644059645247205,0.231674687517845
0,0.11192066995193,0.0184076368215987,0.30902613627546555,0.46688467483362195,0.0583581950662681
0,0.232366901472322,0.0391801374595716,0.3088045537442575,0.47208886564487296,0.020243644700385
0,0.212927411796717,0.0728762503042491,0.30801593391348153,0.48995058245466006,0.609222021231521
0,0.142999667442634,0.0381992090276245,0.3016718907358135,0.46953495085598596,0.0330638602578256
0,0.107960214046014,0.0384375911473221,0.3283476391430745,0.48948239405264704,0.0766766086187265
0,0.154760105209058,0.036168987334536,0.30509757490009354,0.478537232939511,0.217781215240495
0,0.0139976418659491,0.0048017288563917,0.44826220421785357,0.447768123532147,0.16330267120318
0,0.229827372494483,0.0392927255939388,0.3108319025670455,0.476331724159331,0.0303779699401629
0,0.133899688605375,0.0162303142129301,0.30376658760405256,0.448046017493024,0.111712723906168
0,0.0687486773286574,0.020047344674405,0.33159716228179253,0.469797075461869,0.0440701345895438
0,0.105874172385646,0.0163005454954203,0.30858850754656253,0.44224278594659605,0.244386031600883
0,0.0944462919853675,0.0631656048519938,0.30928617979826356,0.519465093446196,0.580168497029094
0,0.155153127550866,0.0332294378249709,0.30834343050297053,0.481991221062017,0.119678747981164
0,0.073857967772168,0.0119870692320168,0.33081234393882053,0.48633423916484697,0.0031075907528787
0,0.129304350454999,0.0286521132862541,0.30727365638340154,0.469462155246672,0.0964505548047359
0,0.111225322731808,0.024074709473184,0.30749271917569054,0.48430271957540205,0.17995034849182
0,0.157843818967863,0.0542550052314171,0.30787224807684654,0.572520269583924,0.558462426963961
0,0.0938718747165704,0.0216558214510185,0.31486669496895453,0.476732921471265,0.151489785127328
0,0.140067116122986,0.0250318285250684,0.30319756310851154,0.463828820802619,0.0544519059866672
0,0.171085648638026,0.0287824942278599,0.30825671619592454,0.46673779176432295,0.0121040223553587
0,0.209027420866463,0.0904768078865493,0.3084055585029725,0.49002922614673006,0.617834487829307
0,0.114822988783747,0.0305148232550888,0.30779740561401453,0.487906169343437,0.295965593312355
0,0.200955346615473,0.0781365575322443,0.30861274945104755,0.49984905847594097,0.74340317895986
0,0.0918765305196965,0.0337892277308134,0.30564165617054356,0.476888668116068,0.1506353312996
0,0.148895002569761,0.0325184501069121,0.31570536200133753,0.455962614239968,0.158324335144112
0,0.157722889016537,0.0276968430116275,0.30832660610912155,0.47445812522672304,0.0198328174659858
0,0.0953834991081416,0.0213240180118275,0.29819528233372855,0.454539962163529,0.0898059319712473
0,0.190041418508329,0.0377927850486082,0.31759577972158454,0.49952782713715405,0.193667225524739
0,0.109925325755056,0.0276357942118881,0.3042385785939775,0.45806714437346396,0.0261594862128413
0,0.14844151525229,0.0252323964373329,0.2941613858772835,0.48356412116965297,0.0256613138589489
0,0.188469329141095,0.0208296127453899,0.3067815989902685,0.47579731888074606,0.0023251552220957
0,0.240983160504278,0.0542635882870854,0.31329317970707654,0.548128193161854,0.297650892950227
0,0.175922846691054,0.0453597134982212,0.30862384560728257,0.48056915132739,0.434001422117557
0,0.109623000876742,0.022959685891658,0.31234881219588156,0.45917178176483997,0.30784452956343
0,0.067720772742389,0.0131744717590286,0.30113887796056354,0.425109317682124,0.0562874396846247
0,0.179006560449859,0.0328967175204234,0.3089419649244695,0.456943251904546,0.0660357110254512
0,0.0403603712549506,0.01163566321248,0.29749373168747656,0.47014854212844803,0.108845147310001
0,0.132236901774647,0.019904433418141,0.31142595059537154,0.448107034294256,0.0329987873793216
0,0.0547208029748768,0.0141057560879872,0.2919902457431585,0.444179683960639,0.361298987509441
0,0.0679324001572089,0.0388896493007469,0.29594873141586353,0.478059627128665,0.299784462890471
0,0.0753695921637391,0.0349709619467797,0.3087613579996755,0.466510339559263,0.0670554323401799
0,0.0487347703842549,0.0525928984295348,0.30564120234818354,0.515217465046196,0.292058644092581
0,0.0402394413036249,0.0142184866045469,0.3005566713946605,0.483067521021769,0.0268269953685103
0,0.0951416392054902,0.0171109731022638,0.3104556065153655,0.468030963438279,0.409544292779518
0,0.106932309459745,0.011186301020097,0.30479880166555157,0.47239866636344996,0.123883515462667
0,0.109199746047102,0.0328213252730105,0.30866952177583656,0.484061526602088,0.570638466583182
0,0.0241557577773075,0.0113295698874491,0.32810809126833557,0.5676968332604,0.0031201179199196
0,0.0392115367173565,0.0086845962301183,0.3131648267449975,0.450353888061769,0.221348774930049
0,0.0893370015418569,0.0164163547590734,0.30532976063161454,0.45953578351508595,0.137681766394108
0,0.119357861958461,0.0453124368156956,0.30543954406060053,0.45226221897472696,0.346221794023464
0,0.137648517096472,0.0144165263077029,0.28235085166667656,0.439668215641004,0.0168808462359814
0,0.104936965262871,0.0270546339757909,0.3161393601513565,0.47020809154362997,0.0439110366754913
0,0.0454091967227983,0.0187268839920589,0.30125673900131356,0.485973275650068,0.347697123630626
0,0.161743809898116,0.0518553247812714,0.30382679647236555,0.554169224211215,0.531323475589952
0,0.104574175408894,0.0462661258396601,0.32416387633178256,0.48366957244489195,0.375258229996464
0,0.196813495782568,0.0327055180545189,0.30618898303268355,0.46452279446426503,0.0602656055287704
0,0.0419022281343532,0.0294120336832822,0.30303342651631754,0.49047933056122506,0.0668146764297218
0,0.0735858753816852,0.0148291741025704,0.29649708881027353,0.46942385233864803,0.111062682121465
0,0.0376394473501224,0.0084551571631987,0.23633495576580654,0.523939231990053,0.334448700246811
0,0.054448710584394,0.0113618549035097,0.32345747348650356,0.454109238392026,0.0763101182165798
0,0.0799346978262841,0.0468171784262277,0.30319116288912756,0.417352753461962,0.10310248463579
0,0.103485805846963,0.0192722178202651,0.2815519659188335,0.46361504049700697,0.045237168405031
0,0.0833812014390664,0.0082295345623248,0.29940013585359254,0.484296661683027,0.0245182052175917
0,0.120022976690752,0.0494805321929939,0.30193014427221454,0.46758191768147706,0.114566905545396
0,0.050669649605466,0.0158113758909926,0.34709162208570954,0.515725459297807,0.348628431617819
0,0.122774133083411,0.0328543460115561,0.31554229498428454,0.48708472977196704,0.357747634829333
0,0.126099706744868,0.0319608769613056,0.30759537698598155,0.482586362861809,0.316155383384846
0,0.12147413610666,0.0204130495863123,0.31075143407639255,0.48627740894638405,0.386885318122624
0,0.155939172234483,0.0262146785226893,0.30968945968854855,0.469046198869115,0.0086976102169516
0,0.101429996674426,0.0370244220790257,0.31428626669019055,0.47991580801909395,0.264746937444444
0,0.137164797291169,0.0330853790870497,0.30397231306141453,0.476848840805029,0.116320276069257
0,0.119478791909786,0.0238766470784747,0.3023989916535125,0.46061575850652303,0.067223462291692
0,0.157178704235572,0.0205552914904498,0.3068113942330015,0.470133789789544,0.120667918959118
0,0.153581038183632,0.0740715131171334,0.32514543564651255,0.519866346814135,0.605769178201189
